window_start,window_end,model,N,breaches,coverage,kupiec_p,christoffersen_p,band_95pct,status_95pct
2023-04-13,2024-04-10,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-04-14,2024-04-11,HAR,250,24,0.096,0.0028868087565293576,0.9944096852366319,6-20,too_many[6-20]
2023-04-14,2024-04-11,GARCH_t,250,6,0.024,0.03660569014042203,0.54904324289375,6-20,within[6-20]
2023-04-14,2024-04-11,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-04-17,2024-04-12,HAR,250,25,0.1,0.001310903472783953,0.9503323026877183,6-20,too_many[6-20]
2023-04-17,2024-04-12,GARCH_t,250,7,0.028,0.08280655203324738,0.6000356961737461,6-20,within[6-20]
2023-04-17,2024-04-12,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-04-18,2024-04-15,HAR,250,26,0.104,0.0005718444787090604,0.6481640404296258,6-20,too_many[6-20]
2023-04-18,2024-04-15,GARCH_t,250,8,0.032,0.16322015043862315,0.08739267784957139,6-20,within[6-20]
2023-04-18,2024-04-15,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-04-19,2024-04-16,HAR,250,26,0.104,0.0005718444787090604,0.7023635530736079,6-20,too_many[6-20]
2023-04-19,2024-04-16,GARCH_t,250,8,0.032,0.16322015043862315,0.10715216702018004,6-20,within[6-20]
2023-04-19,2024-04-16,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-04-20,2024-04-17,HAR,250,26,0.104,0.0005718444787090604,0.7023635530736079,6-20,too_many[6-20]
2023-04-20,2024-04-17,GARCH_t,250,8,0.032,0.16322015043862315,0.10715216702018004,6-20,within[6-20]
2023-04-20,2024-04-17,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-04-21,2024-04-18,HAR,250,26,0.104,0.0005718444787090604,0.7023635530736079,6-20,too_many[6-20]
2023-04-21,2024-04-18,GARCH_t,250,8,0.032,0.16322015043862315,0.10715216702018004,6-20,within[6-20]
2023-04-21,2024-04-18,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
